startup;avaliacao;processado;neutro;positivo;negativo;misto
CM Tecnologia;Minha primeira experiência profissional, e fico muito feliz de ter entrado pra esse time logo de cara! Melhor empresa para trabalhar. Ambiente descontraído e equipe foda, todos os dias aprendo alguma coisa diferente. As estratégias de crescimento da empresa são muito bem alinhadas com o time, e o plano de carreira é muito transparente e verídico. Salário corresponde às minhas expectativas atuais. ;False;;;;
Cobli;"Maior concentração de pessoas feias da região da Paulista.
Vc só é valorizado se for formado nas faculdades de playboy (FGV, Mackenzie), pobre só tem vez pra ser burro de carga.";False;;;;
Cobli;"O ambiente é muito positivo, as pessoas são unidas e próximas umas das outras, a sensação que eu tenho é que todo mundo se sente um pouco dono do produto. Ambiente bem informal, (se você é serio demais, vai ter que aguentar as brincadeiras haha) com processos de trabalho ainda sendo estruturados devido ao crescimento muito acelerado. 
Todas as pessoas tem voz e sempre estão abertos a discutir e debater ideias novas, independente do seu cargo e função. ";False;;;;
Cobli;"A Cobli é uma empresa que quer ser disruptiva, moderna, inclusiva mas passa muito longe disso. Até mês passado nem 10% dos funcionários eram mulheres. Não há nenhum negro em nenhuma equipe - nem vendas, nem tech, nem mkt, nenhuma. A seleção de candidatos pra vaga é bem exigente. Se você não for homem, não for branco, não ser formado ou estar se formando em faculdades como Insper e GV esquece, você nunca será cogitado para uma vaga lá. Até por que, eles gosta de se gabar do currículo dos funcionários que tiveram a oportunidade de estudar fora do país (realidade de grande partes dos jovens e pessoas do Brasil né? sqn)
Falta estrutura organizacional, falta transparencia, a cultura se perdeu no meio de numeros de metas absurdas e gestores sem tato e sem visão de gestão de pessoas.";False;;;;
CodeMiner 42;"Basta falar que em determinado momento após constatarem que um determinado projeto estava atrasando, um dos sócios falou que deveria ter comido o c* do dev que estava tocando o projeto pra não deixar isso acontecer (literalmente com essas palavras).

São três (ou só dois agora) patetas machistas que tem / tinham como prática enrolar clientes, não sei como ainda estão no mercado.

Resumindo: eh cilada bino

PS: parece q eles tem um produto de trade de Bitcoin agora, eu n confiaria nem um centavo meu na mão de um dos sócios";False;;;;
Codeminer42;Não existe transparência na empresa, existe uma cultura machista e não inclusiva. O plano de carreira é praticamente inexistente. O CEO cria promessas que nunca são cumpridas, não há reconhecimento do trabalho dos funcionários. Os fundadores são arrogantes e só visam o lucro da empresa, mesmo que isso signifique explorar seus funcionários.;False;;;;
Codeminer42;"Não sei se ainda se enquadra como startup, mas como se vendem como empresa com clima de startup, comentarei. Os donos, que piada! Um parece um autista, enquanto quem manda mesmo é o outro. Como ele mesmo diz, ""quem põe o dinheiro aqui sou eu"". Um tremendo do arrogante, chantagista! Em suas próprias palavras, ""todo dev é filho da puta"". Adora assediar as pessoas (moralmente), de ridicularizar a capacidade de quem tem tocando o projeto, de deixar claro ""quem é que manda"". A verdade é que o clima é o pior possível, muitos lá estão sobrecarregados. O que mantém as pessoas trabalhando é o fato de estar lidando com bons profissionais, mas quando se trata de carreira, pode esquecer. Meu conselho é: aprenda o que puder aprender e pule do barco, não vejo a hora de sair.";False;;;;
Cognitivo;Empresa que presa muito pouco por profissionais de tecnologia e presa muito por investimento de dinheiro nela mesma. Já falou algumas coisas bem ruins sobre seus investidores e fecham qualquer projeto sem nenhum aval técnico. Horrível para ser técnico, ótimo para gestores de projetos ou pessoas de marketing.;False;;;;
ComoRegistrar;"A empresa surgiu de um spin off em um escritório de advocacia e se tornou independente, o que ajudou o ambiente a ser mais ""tranquilo"". O desafio ainda é demonstrar que o trabalho é muito sério que conta com uma galera bem competente e conviver com o despojamento de startup. Rola grande flexibilidade de horário, roupas, etc, desde que o cliente seja sempre o rei. Se o atendimento dado a ele não for perfeito, precisamos refazer tudo e melhorar isso que é o foco.";False;;;;
Conceptho;Experiência muito boa, buscam sempre utilizar tecnologias modernas pra manter o time motivado, prezam por escalabilidade dos sistemas construídos e possuem uma cultura sensacional;False;;;;
Conceptho;Na conceptho não tenho chefes, tenho mentores. Aqui pude aprender desde o zero com desenvolvedores de altíssima qualidade e excepcional experiência. O slogan da empresa é de ser o melhor lugar para se trabalhar do mundo e sou obrigado a concordar, todos os dias venho com um sorriso no rosto para o escritório. Toda essa cultura startapeira de pressão ao máximo e de sacrificar a própria vida pelo sucesso aqui são inexistentes, o crescimento individual e aprendizado são muito valorizados e é extremamente gratificante crescer como profissional enquanto se pode criar produtos incríveis :).;False;;;;
Concorrente Empiricus;Há pessoas muito inteligentes aqui, que são tolerantes e que não tem o discurso  criticado em texto recente do Startupdareal. Porém, há pessoas com pensamento bem retrógrado. Tanto politicamente, questão de gênero, sociais e etc... Parece ser algo comum com fintechs, que lidam com mercado financeiro e trading.;False;;;;
Concrete;A minha experiência é em parte positiva, em parte negativa. A Concrete é uma empresa que expande muito rápido. Uma hora lota de projetos, um corre corre danado. Com isso, sinto que é inviavelmente planejável esse cenario. E tbm existem pessoas na liderança que são machistas e homofóbicos.;False;;;;
ConectCar;Falta transparência. Muita gente com QI forte fazendo trabalhos extremamente questionáveis e com salários altos. Enquanto quem detém conhecimento fica só com promessas de melhora. Para ser justo: Os salários, apesar de injustos entre os funcionários, são maiores que o mercado paga. Alguns gestores são bons de se trabalhar, porém precisam entender que trabalho é uma relação de troca que deve ser justa e parar de esperar esforço descomunal de funcionários que querem apenas crescer.;False;;;;
Conquer;"Empresa muito inovadora, com bom ambiente e propósito muito engajador. Vem crescendo muito rápido e valorizando os talentos internos. 
A carga de trabalho é pesada, e sair no horário é visto como algo negativo. ";False;;;;
Conquer;Equipe incrível, líderes muito humanos e engajados, com discurso 100% walk the talk. Não tem briga de egos, como se costuma ver nas startups por ai. Tem bastante trabalho, e todo mundo acaba sendo reconhecido por isso! O ambiente é meritocrático, mas são dadas as ferramentas pra você crescer na empresa. Se toda startup fosse assim, muito gente ia tá mais feliz com seu ambiente de trabalho!;False;;;;
conta.MOBi;"Empresa com uma ideia legal mas totalmente desconectada da realidade. O CEO é um advogado que não entende nada de informática, vive viajando e não entende quais são as reais necessidade dos seus clientes. Ficam tentando imitar a PagSeguro e outros concorrentes mas falham miseravelmente. 
Resolveram mudar a sede da empresa (que funcionava em uma casa junto com outra empresa de um dos investidores) para Nova Lima (longe pra todo mundo, menos pro CEO) para não pagar impostos e vão ter que pagar do mesmo jeito.
Pagam de startup mas a gestão é toda travada.
O RH não existe mais (todos saíram).
Um dos diretores da área de TI (sim, tinham dois) foi demitido por corte de custos. Aliás, quase metade da empresa foi demitida no início do ano por corte de custos.
Perderam 4 devs 1 mês, além de outros de outras áreas que não quiseram esperar a empresa ir pro buraco. Os funcionários não acreditam no produto da empresa. O Arquiteto de Desenvolvimento toma decisões no mímino questionáveis (ex: usar uma liguagem que nenhum dev da empresa conhecia para usar em um novo produto que será/seria a salvação da empresa).
Além do Arquiteto, tem outros dois devs que eram protegidos pelo antigo diretor e tem carta branca pra fazer o que quiser.
De vez enquando o diretor financeiro, que é pastor, faz cultos evangélicos dentro da empresa (até parece que Deus vai salvar a empresa).
Por fim, estão criando um produto que seria lançado em parceria com os Correrios (ganharam até prêmio semana passada por cauda da ideia) e tomaram um tombo gigantesco dos Correios. A empresa não chega até o fim do ano. O último a sair que apague as luzes.";False;;;;
ContaAzul;"- A infraestrutura é bacana, principalmente na sede nova que tem uma pegada mais ""google"". Agora, todo o resto é uma grande mentira. A cultura que era o grande diferencial se perdeu, na tentativa de tentar resgatar ela tiveram que criar um ""Comite de cultura"", que na verdade é mais um organizador de festinhas pra tentar levantar a moral da galera e maquiar os problemas do dia a dia.
- Funcionários de modo geral tem uma ilusão de que tudo é lindo e maravilhoso só porque eventualmente existem festas e existe comida free. 
- RH deixou de olhar para o funcionário com uma entidade humana e as pessoas viraram simples objetos descartáveis. Várias pessoas que procuraram o RH pra conversar sobre coisas ruins da empresa acabaram ganhando a conta. O novo método de avaliação de desempenho implantando por eles é terrível.  
- Já teve sócio que fez merda em festa da empresa e ninguém falou nada. Agora se você é só um peão e fizer algo você será julgado e provavelmente demitido.
- Várias lideranças ruins e que não fazem diferença. CTO não tem experiência de mercado e é do tipo ""leitorzinho de blog"".. tudo que acha lindo e maravilhoso no medium ele joga para outro executar. Com todos que já conversei, ninguém que tabalhou com ele voltaria a trabalhar novamente e muito dos que trabalham hoje tem vontade de sair.
- Se você vier de fora do estado a chance de você ganhar infinitamente mais do que alguém local é de 99%. A discrepância de salários é absurda e não condiz com a realidade.
- Se você é amigo do CTO e tá em baixo da asa dele você vai acabar ganhando uma posição estratégica. Pessoas escolhidas para posições estratégicas são escolhidas com base em amizades e não com base em capacidade técnica. Puro nepotismo.
Exemplo: Já vi desenvolvedor que era extremamente ruim virar Scrum master (sem nem se preocupar em fazer certificação). Ser novamente uma bosta nessa nova posição e hoje estar ocupando papel de Product manager. 
- Time de antedimento que é a linha de frente trabalha muito, ganha pouco, escuta muito desaforo e quase nunca é escutada pelas outras lideranças internas quando expõem os problemas que o cliente tem de verdade. As lideranças são falsas e servem mais pra apagar incêncios e minimizar fococas.
- Os OKR's são praticamente impossíveis de serem batidos. A cada trimestre se as coisas não vão vem existe uma enxurrada de demissões. Agora só não fazem mais elas em um mesmo dia. Distribuem as demissões durante dias aleatórios para tentar minimizar as fofocas, mas já teve vez que mais de 20 foram demitidas de uma vez só.";False;;;;
ContaAzul;"ContaAzul, quando falamos muitas pessoas pensam: É o sonho trabalhar naquela empresa, como eu queria trabalhar lá dentro… Acho bom mudar seus conceitos.
A estrutura da empresa é bonita, moderna, jovial, não podemos negar isso. Mas infelizmente uma estrutura não define uma empresa.

Eu não sei o que eles fazem com as pessoas lá dentro, mas a partir do momento que você entra na ContaAzul eles fazem você ficar encantado com as festas, comidas, lugares bonitos e você esquece de quanto você sofre e das dificuldades que passa lá dentro.

Eu trabalhei no Suporte, vivíamos o dia inteiro sendo pressionados a atender cada vez mais, reduzir o tempo de pausa e sem contar que ouvíamos pessoas reclamando e xingando o dia inteiro. Mas o pior ainda está por vir, os atendentes podiam pausar apenas 1 pessoa por vez (a média de pessoas do atendimento eram 20 pessoas), ou seja, se outra pessoa estivesse em pausa você precisava esperar ela voltar para pausar. Quando ela voltasse você podia pausar se não estivesse com ligação, é claro!

Os funcionários lá dentro são descartáveis, quando você tem algum problema acontecendo eles não pensam duas vezes, eles mandam embora e pronto. Não te dão explicações maiores do porque você foi demitido, simplesmente é mandado embora.
Enquanto você está fazendo o que eles estão mandando está tudo certo, a partir do momento que você questiona alguma coisa ou coloca uma sugestão, você deixou de ser o funcionário ideal para eles.

Poderia ser uma ótima empresa, pena que as pessoas que estão lá dentro estão apenas pelo status e para passar uma visão bonitinha da empresa.";False;;;;
ContaAzul;"Trabalhar na Contaazul, inicialmente, é estar em uma das melhores e mais evoluídas empresas do mundo! Isso até você vivenciar a realidade da empresa. Na entrevista, o recrutador passa uma imagem maravilhosa da empresa, deu para criar expectativas que iria começar no atendimento e em um ano seria um Engenheiro de Software ganhando R$5.000,00, pura enganação!
Trabalhei no atendimento ao cliente por um tempo, a cobrança era absurda, havia uma quantidade enorme de clientes ligando e os atendentes precisavam se virar em 100 para suprir a demanda, todo dia ao fim do expediente parecia que tinha um peso nas costas, de tanto cansaço, e no outro dia a mesma coisa... Era muito estressante!!!
No atendimento, que era cerca de 20 a 30 pessoas, somente uma podia pausar por vez, e estipulavam um tempo máximo de cerca de 15 minutos de pausa, caso você estivesse apertado e uma pessoa estivesse em pausa, azar o seu!
Passavam uma imagem que você teria grandes chances de crescer na empresa, mas o desenvolvimento profissional era um absurdo, impossível. Durante o expediente, não tinha tempo nem de respirar, quanto mais para se desenvolver profissionalmente. As métricas eram ridículas, o cliente poderia estar puto na linha, reclamando do produto (que continha inúmeras falhas) e o cliente nunca podia solicitar ajuste, era tudo tratado como melhoria, e mesmo assim tinha que pedir avaliação do atendimento, senão depois a líder comia seu rabo, auditando as ligações. Mesmo o problema sendo o produto, quem levava a pior era o atendente por ganhar avaliação ruim (não separavam avaliação do atendimento x produto).
Com o passar do tempo, ao notar melhorias nos processos e apresentar para a liderança, você já era olhado com outros olhos pela empresa, ou seja, a partir do momento que você contraria o que eles mandam fazer, você deixa de seguir a ""cultura"" da empresa.
Hoje não indicaria um amigo para trabalhar na ContaAzul, pois inicialmente você enxerga uma coisa, e com o tempo vê que é tudo mentira, a empresa não pensa no funcionário, e a chance de crescimento é mínima, a não ser que você seja amiguinho dos grandões!";False;;;;
ContaAzul;Vi várias respostas aqui nesse form que descrevem também minha experiência, o que se reforça a realidade. O BP que deveria realinhar as coisas e fazer cumprir a cultura vendida, inclusive para trazer pessoas (com famílias) de outros estados, é o primeiro a não fazê-lo. Vários casos onde após uma conversa franca, as pessoas foram desligadas. ''O Caminho não é divertido'' para a maiorias das pessoas. Casos de afastamento por conta de stress, várias pessoas boas no que fazem desligadas sem muita justificativa, enquanto medianos que são bons em politica continuam. É possível aprender muito, mas tem de ter sangue de barata as vezes. A arrogância fica nitida no ar por vezes. Há muito desalinhamento de cultura dentre os times. E de verdade, foge muito do que se vende. Muito. Bera a hostilidade.;False;;;;
Convenia;Ambiente excelente para desenvolvimento, gestores muito capacitados para fazer com que todos os colaboradores evoluam. Sou da área de tecnologia e só tenho coisas boas para comentar. ;False;;;;
Crosoften;A empresa é composta basicamente por estagiários e gestores sem experiência alguma que conseguem atrasar TODOS os projetos. O líder técnico é a pior pessoa possível para o cargo. Não aceita nada que você fala, mesmo que você esteja certo e tenha milhares de argumentos para isso e ainda quer fazer sistema de push notifications com MySQL. Durante quase 2 anos não vi nenhum projeto ser entregue no prazo e com qualidade. A empresa é remota, então se você quer iniciar na área e sofrer um pouco, a empresa é ideal, pelo menos você pode fazer isso de casa e tem algumas pessoas legais sofrendo com você.;False;;;;
Crosoften;A Empresa Tem bons projetos e bons desenvolvedores, porém da pra contar no dedo quantos gestores sabem o que estão fazendo, projetos sempre atrasados, pregam pelo lema entregue de qualquer jeito desde que entregue e mesmo assim a maioria não consegue entregar, todo o problema começa na fase de planejamento entre o gestor e cliente, o gestor, na maioria das vezes sem nenhum conhecimento técnico aceita funcionalidades que poderiam facilmente pertencer a um filme da Disney de tão absurdas e mágicas, logo após um layout é gerado muitas vezes sem analisar a regra de negocio e passam pra um Front-End developer criar as views, após o front end completar seu serviço ele realiza entrega e em 99% das vezes não é checado se realmente foi entregue todo o prometido, então um Back-End developer é alocado para fazer o back da aplicação, muitas vezes essa alocação não leva em conta os talentos do desenvolvedor, colocam desenvolvedor java em projetos PHP, desenvolvedor PHP em projetos Node, etc. No fim sempre há um conflito pois o cliente pediu uma aplicação W, o gestor entendeu X mas não documentou, passou pro front que entendeu Y e no final o back entrega a aplicação Z. Empresa com potencial porém destruída pela desorganização e falta de mão de obra capacitada em algumas áreas.;False;;;;
Crosoften;A empresa em sua maior parte é de estagiários, o que é um ponto positivo de dar oportunidades para as pessoas mas é só isso. Como estagiário você começa com projetos que seriam de nível até de um sênior e como estagiário não tem nenhuma experiência acabam fazendo projetos de qualidade inferior. Os gestores não tem nenhuma experiência também o que torna o trabalho mais cansativo sem contar líder técnico que não sabe como tratar as pessoas. Após a contratação só piora pois você é colocado em vários projetos inacabados por estagiários com prazos de entrega curtíssimos.;False;;;;
CroSoften;"Empresa completamente despreparada e focada apenas no lucro. Pessoas responsáveis por aceitar os projetos não tem nenhuma noção do que pode ser feito ou não. Colocam um ""estagiário"" como único responsável por um projeto de alto nível. Nenhuma preocupação com a qualidade do trabalho, apenas na entrega. Salário extremamente abaixo do mercado, e cobrança abusiva. Eles te dão a oportunidade se você está começando, mas vão te explorar, boa sorte.";False;;;;
Crosoften;Paga mal, só tem estagiário, algumas pessoas de projetos que não tem ideia que estão fazendo. No geral só tem projetos mal feitos, atrasados ate porque colocam um estagiário para desenvolver sozinho o projeto. Pesquisar no stack overflow da mais resultado do que pedir ajuda pro líder técnico. So quer saber de ganhar dinheiro em cima dos clientes que caem no papo da empresa e vão receber um produto horrível e muito depois do prazo.;False;;;;
Crosoften;A empresa presta serviços para clientes de vários tamanhos, projetos interessantes e ambiente flexível.;False;;;;
Crosoften;Minha experiência foi boa na empresa, trabalho a quase 3 anos e gosto dos desafios. Tenho oportunidade de trabalhar com tecnologias novas e tenho contato com projetos em todo o mundo.;False;;;;
Crosoften;Empresa inovadora, clima bem descontraído, regime home office porém cobram muito na entrega dos projetos. ;False;;;;
CTIS;Bem meia boca e estao devendo recisao ;False;;;;
Cuor Di Crema;Adoro trabalhar para os italianos, são super inteligentes, generosos e pacientes. Porém não concordo como eles enganam os clientes vendendo o sabor de flocos como se fosse stracciatella, propaganda enganosa!! CEO distribui sorvetes para pegar mulheres.;False;;;;
DaimeCorp;Empresa muito boa de trabalhar, as pessoas são tratadas com respeito exceto quando fazemos bullying, até os estagiários tem um CIO (Chief Internship Officer) para ajudar a ser um estag melhor. O salário é o de mercado, exceto o dos Diretores que ganham a média dos salários da empresa e ainda passam 1 dia da semana trabalhando junto com o time de suporte ou visitando clientes para ver como está indo o produto/serviço da empresa de verdade. Pode ficar remoto até 5 dias na semana, única exigência é ter a camera aberta nas video chamadas, mas pode fazer o tipo apresentador de telejornal, arrumado da cintura pra cima. Reunião é permitido apenas em 1 dia da semana e deve ter no máximo 30minutos, se não tiver pauta ou o material não for compartilhado antes, não precisa participar. Ajuste salarial é feito com base no valor de mercado, assim evita panelinha e/ou amizade com o chefe, se tu está abaixo do mercado ou corre atrás da defasagem ou tu tá fora. No escritório não tem video game, mesa de sinuca tampouco comida, afinal é uma empresa com fins lucrativos e não colocam no site da empresa esses mimos, por que não tem. Como contra partida não tem controle de horas, terminou tuas tarefas, vai fazer outra coisa importante pra empresa ou pra você. O RH só faz os controles de departamento pessoal para fins de pagamento e não se envolve com a cultura da empresa. Não tem papo de empoderamento, minoria ou similares, aqui entendem que faz sentido, mas preferem deixar isso para fora do escritório. Se você não é um apaixonado por software, aqui com certeza não é lugar certo. Vale lembrar que a meta do Ebitda é permanente e reportada mensalmente nas reuniões de resultados.;False;;;;
Decora;Empresa que cresceu rapidamente mas com pouca estrutura e preparo para seguir com o crescimento. A plataforma é uma colcha de retalhos, cada um faz o que quer. Quem não é do time de tecnologia, é remunerado bem a baixo da média. Rola bastante preconceito e quem não for amigo dos donos, acaba sendo escanteado.;False;;;;
Descomplica;Diretoria faz batalha de ego com funcionário, capando possibilidade de promoção e cortando financiamento de projetos que podem dar mais certo que projetos dos diretores. Em geral é a diretoria contra os funcionários (quase todos estagiários).;False;;;;
Doity Plataforma de Eventos;A Doity foi uma startup que me surpreendeu. Os sócios são muito pé no chão, todos os funcionários são contratados com carteira assinada, os feriados são respeitados, salários pagos em dia. Além disso, os sócios estão sempre presentes trabalhando, acompanhando, se relacionando com o pessoal de forma muito horizontal. Até mesmo quando era preciso puxar orelhas, isso era feito de forma privada e respeitosa. Flexibilidade, respeito, ambiente amigável, incentivo e estrutura. Isso em Alagoas. De verdade e de forma sincera, se você tiver oportunidade, pode trabalhar lá. Saí de lá para explorar um novo país, mas mantenho bom relacionamento com todo mundo até hoje. Certamente trabalharia com a Doity novamente.;False;;;;
Donamaid;É uma Startup do interior do Rio Grande do Sul, que está em processo de expansão. Trabalhamos com a maior liberdade e temos total apoio quando queremos fazer testes e inovações. O fato de ser o elo entre clientes e diarista é o maior diferencial, porque ao mesmo tempo que oferecemos um serviço para quem estava precisando, mudamos a vida de diaristas. ;False;;;;
Dress & Go;"Trabalhei lá por poucos meses que pareceram eternos. A empresa paga de startup desconstruída e moderna, mas não passa de uma “firma de família” com regras que ninguém entende o pq. 
Comunicação não existe, embora todos trabalhem fisicamente no mesmo local, tudo que uma certa empresa americana com o mesmo modelo de negócio faz é automaticamente copiado, metodologia fritar pastel/ go horse levada a sério, paga mal e as donas são a personificação do startupeiro high stakes bebedor de bullet proof coffee.";False;;;;
Easy Carros;Ambiente horrível. Muito da cultura empreendedora, caricata e tóxica que vive sendo criticada pelo @startupdareal. Panelinha e falta de valorização dos profissionais. A não ser que você esteja disposto a fazer muitas horas extras (sem ser pago por isso, obviamente), será só mais um a ser massacrado com prazos absurdos.;False;;;;
Easy Carros;Comercial passando prazo pra entregar funcionalidades do software, pressão vinda de outros funcionários desesperados tentando pular procedimentos porque com eles a coisa seria muito burocrática. Socorro.;False;;;;
Easy Carros;"Não recomendo essa empresa. Fujam. Pior ambiente de trabalho que já estive. Os C levels alimentam panelinhas, fofocas rolam soltas, ambiente desorganizado, mal remunerado. Gestão ainda no pensamento tradicional.

E ainda tinham os casos de assédio moral e sexual que rolavam. ";False;;;;
Easy Taxi;O ambiente é muito positivo. A gestão é acessível e o sentimento de igualdade entre os colaboradores, independente do grau hierárquico,é real. Alguns processos, especialmente os relacionados à área de recursos humanos, não são claros e precisam ser revistos. É sem dúvida uma empresa com muito potencial de ser um ambiente muito bom para trabalhar.;False;;;;
Easy Taxi;O ambiente de trabalho é bom, embora um pouco barulhento. A localização do escritório é de fácil acesso. Os salários são na média do mercado. Se tem bastante autonomia para desenvolver o trabalho. Existe pouca hierarquia e posições mais baixas conseguem conversar de igual com posições mais altas. Cobranças existem como em todos os lugares, mas até o momento não vivi nenhuma cobrança absurda. Não existe plano de carreira muito estruturado, mas não existe crescimento por fazer parte de panelinhas, existe bastante possibilidade de crescimento embora um pouco desorganizado, e de contato com outras culturas da América Latina. O RH deixa muito a desejar. Não possui trato com os funcionários e adoram fazer a política do pão e circo, quando existem funcionários com questões pendentes e reclamações que são urgentes. Não tente perguntar sobre questões relativas a RH, pois você receberá uma patada deles. Eles sempre jogarão o erro para cima do funcionário. Apesar disso, teoricamente, a empresa preza pelo respeito às pessoas.;False;;;;
Easynvest;"Não é uma Startup, mas se vende como, então vale o comentário. É uma empresa que tolera pessoas racistas, tolera e abafa piadas machistas, homofóbicas e assédio sexual. Tudo isso é denunciado pro RH e o máximo que vai acontecer é um ""Gente, vamos tentar não fazer isso?"". O CEO acha que tem o direito de gritar com as pessoas... Enfim, ambiente tóxico demais. E alguns responsáveis simplesmente respondem que ""ambiente financeiro é assim, para de mimimi""";False;;;;
Easynvest;Gosta de falar que é startup/fintech, mas é uma empresa burocrática, com hierarquia inflada e gestão vertical, pouco preparada para os desafios do mercado. Diretores e gestores arrogantes, em sua maioria. Muito top down, pouca autonomia, muito machismo e casos de assédio moral, que obviamente são abafados.;False;;;;
Ebanx;Se pagam de legais e modernos, mas o ambiente é machista e racista, com gerência fraca e despreparada. Tiveram que abafar mais de 20 pessoas que se demitiram (ou foram demitidas) em face de assédio sexual e moral, muitos com processos judiciais. ;False;;;;
Ebanx;Vários casos de assédio sexual e moral cobertos pela diretoria ao longo dos anos, com festinhas regadas a drogas e putaria. Vários gestores incompetentes, normalmente indicados por serem puxa-sacos, amigos ou amantes dos superiores. Metade da empresa procurando vagas em outros lugares pra sair o quanto antes desse mundinho de fantasia inexistente vendido muito bem pelo marketing.;False;;;;
Ebanx;Mentira define. O último que sair, apague a luz.;False;;;;
eduK;O CEO eh um cara muito bacana e tambem doidao. A empresa esta experimentando com um modelo de gestao totalmente horizontal ja faz um tempo e esta dando bons resultados. As pessoas propoem aumentos pros proprios salarios em uma reuniao aberta. Ambiente legal e com muita autonomia. O unico problema eh a localizacao do escritorio que fica na Vila Andrade;False;;;;
Elo7;Tá bem vai, me pediram para avaliar bem no Love Mondays e aqui. Amo tudo demais.;False;;;;
Elo7;"Liderança extremamente despreparada. Principalmente no que diz respeito às minorias. Ambiente machista e hipócrita.

Falam de trabalho colaborativo e humanitário, desde que você não discorde dos líderes/c-level. Pressionam entregas a ponto de incentivar o trabalho de fim de semana.

Em contrapartida, as pessoas do trabalho em si são muito boas e legais. Você pode cair num time bom, fazendo com que você aprenda muito, mas não espere evoluir em plano de carreira. Existem pessoas lá que estão a dois anos sem receber uma promoção e não sabem justificar o porquê disso. Eles adotam um protocolo interno de não divulgarem salário e incentivam as pessoas a fazerem avaliações positivas na love mondays assim que elas entram no trabalho.";False;;;;
Elo7;A melhor empresa da Vida! Valorizam a interação entre as pessoas e o equilíbrio entre a vida pessoal e pessoal. O clima é fantástico, super colaborativo e a gente se sente valorizado a todo momento. Há um mito sobre plano de carreira, as pessoas não entendem bem o que a empresa entende como desenvolvimento, mas eu nunca vi um lugar onde as pessoas são tão valorizadas e desenvolvidas como no Elo7, lá eles não falam que o negócio existe só por falar, as coisas acontecem espontaneamente, de acordo com o desempenho de cada um, eu sou um exemplo disso e sou capaz de falar de muitos outros, para mim, esse papo é coisa de gente que espera que as coisas caiam do céu. A empresa é fora de série!;False;;;;
Elo7;"É uma empresa com propósito de trabalho incrível. O time tem um conhecimento técnico muito bom e todos são muito colaborativos para enfrentar os desafios. Você não morre com dúvida nem com medo de errar. O Elo7 é uma empresa mto promissora e com responsabilidade de entregar inovação e tecnologia de ponta no marketplace.
O mundo Elo7 está sendo construído e até que cresceu bem estruturado. As pessoas confundem startup com empresas tradicionais e estruturadas (tipo quando reclamam de plano de carreira), não dá pra dizer numa startup que você vai engessar e crescer em x tempo. Não é ambiente pra isso. É ambiente pra vc se preparar para o crescimento e oportunidades, aproveitar o rápido aprendizado e a autonomia de trabalho. Em startup vc é dono do negócio, você faz acontecer.
Tem gente que procura a autonomia e liberdade de uma startup, mas a cabecinha ainda é de empresa engessada, que desenha o que você vai se tornar e você não pode dar um passo fora da curva, pq é contra o regulamento, no item 150 do manual do colaborador perfeito que segue regras, sem nem saber para quê.";False;;;;
Elo7;Minha experiência até o momento tem sido ótima, ambiente jovem e acolhedor para ideias novas, que respeita diferenças e que consegue resolver eventuais problemas com diálogo.;False;;;;
Elo7;Trabalhar no Elo7 é  diversão. Ambiente muito humanizado, Líderes compreensivos, colegas de trabalho super divertidos e conectados. ;False;;;;
eMotion Studios;"Prós: a empresa é humana, já que os donos são evangélicos e pregam os ensinamentos da Palavra.

Contra: a família toda dos donos trabalha la e recebem cargos e benefícios adicionais por isso. Familiares são sempre indicados a vagas, mesmo não tendo perfil. Não tem plano de cargos e salários. Falta visão, os donos não sabem definir prioridades e nem o que é importante pra empresa, querem fazer tudo e muitas vezes perdem o foco, nos fazendo trabalhar em projetos que as equipes não acreditam e não dão dinheiro. Com essa falta de foco, os gestores tb ficam perdidos e mudam as prioridades o tempo todo.";False;;;;
eMotion Studios;Tem sido uma experiência muito legal trabalhar nesse ambiente. Pessoas altamente criativas e um ambiente dinâmico e acolhedor. Tenho tido espaço pra aprender e ensinar e sou tratado com respeito e consideração por todos, e espero estar fazendo o mesmo.;False;;;;
eMotion Studios;"Gestores que seriam (no máximo) analistas de nível pleno em qualquer outra empresa do mundo, salvo uma única exceção. Diretoria que pensa que lá é o Google e que o sonho de todo mundo é trabalhar lá de graça (sendo que quase ninguém conhece a eMotion no mercado). Por serem evangélicos, diretores fazem o bem e esperam essa contrapartida de clientes e parceiros, o que nem sempre acontece. O resultado: projetos que são cancelados à beira de serem lançados no mercado. Equipe com remuneração muito abaixo em relação ao mercado (todo mundo sai de lá para ir para alguma start-up dessa amada lista). Aumento de salário ou promoção é algo inimaginável para quem não lambe o saco dos clientes. Só contratam estagiários para a maioria das funções. Turnover altíssimo, horas extras infindáveis (que nunca são pagas). Não tem plano de carreira, de 3 em 3 meses rola uma ""limpa"" nas áreas para diminuir a folha de pagamento. Pão murcho com manteiga e chafé (café aguado) e uma família de ratos (sim, roedores) que fazem as maiores arruaças nas áreas de convivência (principalmente na cozinha) durante a noite e finais de semana.";False;;;;
eMotion studios;Acredito que trabalhar para uma startup é algo muito gratificante. O ambiente de trabalho às pessoas nos movem a buscar cada vez mais o nosso desenvolvimento profissional e pessoal. Trabalhar em uma é uma oportunidade que nunca tive em.outras empresas convencionais.;False;;;;
